sperm_id,VSL (μm/s),VCL (μm/s),VAP (μm/s),ALH (μm),LIN (%),STR (%),BCF (Hz)
ID_26_Normal Sperm,60.52966900991469,118.26553829040142,83.92938718244496,3.687817782917177,51.1811554616053,72.11975571599949,18.529411764705884
ID_27_Normal Sperm,15.613576377123563,51.29103144066283,40.40036046241902,7.0710678118654755,30.441143292636795,38.647121457363056,22.87292817679558
ID_28_Normal Sperm,6.274038461538462,26.819341457474085,18.208965038279036,1.6124515496597205,23.393708124738446,34.45576642246897,24.951923076923077
ID_29_Normal Sperm,31.47320145568628,87.95656452169138,74.99260396751319,3.2984845004941166,35.782663439434955,41.96840727029625,24.556962025316455
ID_30_Normal Sperm,41.26077131027679,124.84282296131056,96.23043481000317,8.23650411278964,33.050174877144286,42.87704964831742,22.56637168141593
ID_31_Normal Sperm,42.64832939283789,116.96519538118783,91.52781590756662,9.402127418834528,36.46241025276589,46.596030911420605,22.4
ID_32_Normal Sperm,7.914380378145673,104.81879226515993,88.56833078660623,16.268988905276192,7.550535745655873,8.935903282646631,22.091690544412607
ID_33_Normal Sperm,44.124129175658574,80.64698889163407,65.25495105815942,2.720294101747114,54.712680265035665,67.6180557339355,24.0
ID_34_Normal Sperm,1.1506745038642936,8.597097683836116,5.705785016390629,1.6492422502470878,13.384453058242446,20.166804402178272,7.441601779755284
ID_35_Normal Sperm,33.624668199610355,128.6858482073531,99.54968157734234,5.110772935672271,26.12926647958252,33.776771223006484,17.844827586206897
ID_36_Normal Sperm,3.8530519128933705,17.891392546418157,8.680285995207074,1.280624847486577,21.535785450444152,44.3885364493852,14.537444933920705
ID_37_Normal Sperm,14.969574087034625,96.31106472030169,79.16771168918991,18.40978000954927,15.542943202328802,18.90868608884987,24.98360655737705
ID_38_Normal Sperm,30.60496006379834,91.61122731687425,69.66036550599085,3.9698866482558564,33.40743373946818,43.934538444485035,24.495412844036696
ID_39_Normal Sperm,60.0860352548998,154.088040621198,121.55180021363566,3.1240998703626444,38.994613087859406,49.43245196639988,13.928571428571429
ID_40_Normal Sperm,29.14966097297663,66.3181423058267,56.38531662171418,2.3333333333333144,43.954278511832726,51.69725510018861,17.586206896551722
ID_41_Normal Sperm,95.03288904374105,190.90698153910367,110.54718357842222,5.385164807134504,49.77968237598234,85.96590701591657,12.5
ID_42_Normal Sperm,4.6018759164070335,12.319895415097344,7.698814136678722,1.6124515496597382,37.35320602452267,59.773827952057665,10.857503152585119
ID_44_Normal Sperm,91.41854393220352,189.78471183376612,130.40519141127962,10.742439201596628,48.16960388899909,70.10345442757895,20.0
ID_45_Normal Sperm,47.49342059696269,130.85849718475072,87.93901165360937,5.578530272392514,36.29372308158925,54.00722580785723,17.25
ID_49_Normal Sperm,0.0,36.0,11.799999999999926,1.0,0.0,0.0,0.0
ID_51_Normal Sperm,56.2586593913855,163.08929818973007,121.37900703741893,5.458937625582493,34.49561682823415,46.34957952328773,18.35820895522388
ID_54_Normal Sperm,40.93922823116314,76.1614218440328,58.171189609308264,5.531726674375711,53.75323522058262,70.37715492174198,15.0
ID_55_Cluster,0.0,6.366220647704199,2.6159889804351746,0.8944271909999286,0.0,0.0,9.163636363636364
ID_56_Cluster,0.0,5.169902912621359,1.8203883495145752,0.8000000000000114,0.0,0.0,4.2961165048543695
ID_57_Normal Sperm,38.863344665143856,98.01655730455303,73.02525024099111,5.350233639758174,39.64977523581987,53.219050310530505,19.81132075471698
ID_58_Normal Sperm,33.54101966249685,79.16058426129165,40.92947892839842,2.8635642126552865,42.37085915357236,81.94831827977372,37.5
ID_61_Normal Sperm,66.70832032063167,77.27806217396338,57.376492652776186,4.019950248448356,86.32245483907478,116.26420026112203,25.0
ID_62_Normal Sperm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_63_Normal Sperm,29.737877123218283,99.87015133103257,78.07334610197888,5.656854249492381,29.776541566106406,38.08966645847978,21.31578947368421
ID_64_Normal Sperm,2.5800784355766804,11.946407758376854,6.379847696616924,1.2165525060596327,21.597106743385034,40.44106628038836,14.711538461538462
ID_65_Normal Sperm,42.784978400837794,101.16097970829779,80.9458300064245,4.61735855224605,42.293954175028944,52.85630945712959,24.223602484472053
ID_66_Normal Sperm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_67_Normal Sperm,38.1190401832181,59.44493516434377,51.38795271378637,6.2032249677083175,64.12495880066606,74.17894305991979,15.714285714285715
ID_68_Normal Sperm,0.0407055630936228,1.5061058344640434,0.558373626361449,0.8944271909999159,2.7027027027027026,7.29002251751645,0.5291723202170964
ID_70_Normal Sperm,8.254964987741586,19.01793346043635,14.834142831856504,2.6832815729997477,43.40621448126669,55.64841245841281,9.143686502177069
ID_71_Normal Sperm,61.9657184267695,129.00152160597756,97.87012973580387,4.651881339845192,48.03487405058499,63.31422937115057,23.2258064516129
ID_73_Normal Sperm,0.6587622783154434,6.786209850386896,2.974286801805542,1.0000000000000135,9.70736674578205,22.14857954907178,7.710487444608567
ID_74_Normal Sperm,3.959776680529184,25.52669516987018,11.201913526974966,3.605551275463984,15.512296653281663,35.349109515921306,13.464566929133857
ID_75_Normal Sperm,0.0,8.571428571428571,1.4285714285714293,0.75,0.0,0.0,0.0
ID_76_Normal Sperm,0.8668074928101608,6.264004843704678,2.9965884027381584,1.0,13.837912237269451,28.926478258345657,6.830357142857143
ID_79_Normal Sperm,20.129248222176816,54.964715046192616,45.458566918141884,3.052867504494742,36.62212786013736,44.28042850190139,23.88349514563107
ID_80_Normal Sperm,1.407143270658529,4.418060022889208,2.86045686745094,0.8944271909999262,31.849799762075705,49.19295538661581,5.73394495412844
ID_81_Normal Sperm,78.10249675906654,128.34105015635137,96.82561972993282,2.8635642126552927,60.85542908049938,80.66304866099587,20.0
ID_83_Normal Sperm,3.723811759365439,16.118674291180216,12.114455430582133,2.4267032964268536,23.102469173925964,30.738581529343247,11.728187919463087
ID_84_Normal Sperm,26.99167086080423,79.60967760764053,64.22228293555465,2.561249694973154,33.9050121441689,42.02851351125225,21.923076923076923
ID_85_Normal Sperm,2.0850666590427283,12.521294690532406,6.087336742710033,3.1304951684997055,16.652165056216493,34.252526961642566,7.758620689655173
ID_87_Normal Sperm,75.04165509901817,133.33630653198165,90.71295860714136,4.494441010848849,56.27998633741884,82.7242945784711,25.833333333333336
ID_88_Normal Sperm,11.858541225631424,44.57381069014753,6.945366511747623,2.68741924943284,26.604279602804077,170.74032314311268,18.75
ID_89_Normal Sperm,27.932839681834807,90.5424093344102,77.69669108734601,2.039607805437109,30.85055929831444,35.951131625969666,27.902097902097903
ID_92_Normal Sperm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_93_Normal Sperm,0.19480149857300078,5.80550147969934,2.2955218232291887,0.9428090415820902,3.3554637657777207,8.486153196268328,4.681724845995893
ID_94_Normal Sperm,1.366775345508617,23.00898933227196,16.70439984417062,2.6100766272276377,5.94017983915358,8.182127812185866,25.773480662983427
ID_96_Normal Sperm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_98_Normal Sperm,8.091643231824813,31.707798341964125,24.29870689684766,8.79317917479222,25.5194105391916,33.30071540915852,9.347826086956522
ID_99_Normal Sperm,3.1218486817915005,101.4095523651057,85.4684840853017,19.026297590440446,3.078456229204012,3.652631394135579,20.20408163265306
ID_102_Normal Sperm,29.499964981069006,40.88711383795897,18.56862704835846,3.0413812651491097,72.14978562189853,158.86993100912605,2.7272727272727275
ID_103_Normal Sperm,28.090256317805288,88.55449535611747,66.71470157030498,2.785677655436845,31.720869962435817,42.10504679872298,21.25
ID_104_Normal Sperm,32.07574126192294,84.45253098682826,62.35121375458663,4.013864859597426,37.98079333694057,51.44365174376965,25.135135135135133
ID_105_Normal Sperm,55.226805085936306,66.18033988749895,48.318708959234314,1.6666666666666856,83.44895958500254,114.29693854719967,10.0
ID_106_Normal Sperm,15.811388300841896,34.142135623730944,21.549630468266354,0.848528137423869,46.31048413342949,73.37196952924782,20.0
ID_107_Normal Sperm,43.68065933568311,94.71440758982378,77.62497898961449,1.7950549357114627,46.11828384637039,56.271396017417516,24.0
ID_108_Normal Sperm,7.494547031458246,29.77602271773091,19.375511470283165,2.3323807579381217,25.16973842512359,38.68051195940231,22.37785016286645
ID_109_Normal Sperm,2.187686974723037,5.967324617072729,3.833267393979217,0.8246211251234878,36.66110217071125,57.07107670493227,7.152317880794702
ID_110_Normal Sperm,28.29736263835095,63.27066791348336,50.62161665624405,4.027681991198152,44.724298907425656,55.89976082848105,27.77027027027027
ID_111_Normal Sperm,590.0847396772772,644.2254631708308,400.24493925941044,30.501024572954922,91.59599758334963,147.43090587706996,10.0
ID_112_Normal Sperm,30.660637488165428,79.66152424583326,61.765598947934805,11.0,38.48864025441887,49.640314366595476,25.423728813559322
ID_114_Normal Sperm,4.47213595499958,16.47213595499958,7.304062499653241,1.374368541872572,27.149702790318514,61.22806253659376,12.0
ID_115_Normal Sperm,45.54380558480828,116.61998799173959,92.52147453355076,5.632051136131501,39.05317293295746,49.22511861642767,22.105263157894736
ID_116_Normal Sperm,27.881278709545207,77.05502207408495,64.77602853864249,3.130495168499693,36.183597070076246,43.04258741783232,26.863636363636363
ID_118_Normal Sperm,38.504558166319825,134.50786966129888,104.97211407634988,9.560334722173705,28.6262493512664,36.68074945915076,20.510204081632654
ID_119_Normal Sperm,0.75,7.810660171779822,3.5863961030679476,0.8944271909998778,9.602261313451779,20.912358212703268,9.0
ID_120_Normal Sperm,12.369316876852983,38.32016149647164,13.091058033320815,2.2638462845343543,32.27887460232102,94.4867622263168,18.0
ID_123_Normal Sperm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_124_Normal Sperm,15.558305952826878,38.137398260474875,29.713632229048418,1.166190378969057,40.795404674868216,52.360835029844935,29.763779527559056
ID_126_Normal Sperm,2.142857142857143,2.142857142857143,2.142857142857143,0.39999999999997726,100.0,100.0,0.0
ID_127_Normal Sperm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_129_Normal Sperm,6.0,26.48528137423857,6.428427124745725,0.8246211251234853,22.65409196609864,93.33542845812892,24.0
ID_131_Normal Sperm,6.0,14.48528137423857,6.828427124746144,0.9428090415820902,41.42135623730951,87.86796564403633,12.0
ID_132_Normal Sperm,1.0606601717798214,16.242640687119287,6.145584412271574,1.0000000000000226,6.530096874093536,17.258898432212288,14.25
ID_133_Normal Sperm,0.0,7.060660171779822,2.5435028842543863,0.8000000000000114,0.0,0.0,5.25
ID_134_Normal Sperm,10.42759290908266,35.511045672203764,22.285363172261984,1.6666666666666514,29.36436455670143,46.7912182021858,25.71428571428571
ID_135_Normal Sperm,14.142135623730951,14.142135623730951,9.428090415820769,0.7071067811865476,100.0,149.99999999999784,20.0
ID_136_Normal Sperm,68.00735254367721,141.18119601544308,83.29553118351282,4.216370213557839,48.17026237420332,81.64585972066928,25.0
